Metro Code,CSA Code,Metro Name,CSA Title,County Name,State Name,FIPS State Code,FIPS County Code,Central/Outlying County
10100,,"Aberdeen, SD",,Brown County,South Dakota,46,13,Central
10100,,"Aberdeen, SD",,Edmunds County,South Dakota,46,45,Outlying
10140,,"Aberdeen, WA",,Grays Harbor County,Washington,53,27,Central
10180,,"Abilene, TX",,Callahan County,Texas,48,59,Outlying
10180,,"Abilene, TX",,Jones County,Texas,48,253,Outlying
10180,,"Abilene, TX",,Taylor County,Texas,48,441,Central
10220,,"Ada, OK",,Pontotoc County,Oklahoma,40,123,Central
10300,220,"Adrian, MI","Detroit-Warren-Ann Arbor, MI",Lenawee County,Michigan,26,91,Central
10380,,"Aguadilla-Isabela, PR",,Aguada Municipio,Puerto Rico,72,3,Central
10380,,"Aguadilla-Isabela, PR",,Aguadilla Municipio,Puerto Rico,72,5,Central
10380,,"Aguadilla-Isabela, PR",,Añasco Municipio,Puerto Rico,72,11,Central
10380,,"Aguadilla-Isabela, PR",,Isabela Municipio,Puerto Rico,72,71,Central
10380,,"Aguadilla-Isabela, PR",,Lares Municipio,Puerto Rico,72,81,Central
10380,,"Aguadilla-Isabela, PR",,Moca Municipio,Puerto Rico,72,99,Central
10380,,"Aguadilla-Isabela, PR",,Rincón Municipio,Puerto Rico,72,117,Central
10380,,"Aguadilla-Isabela, PR",,San Sebastián Municipio,Puerto Rico,72,131,Central
10380,,"Aguadilla-Isabela, PR",,Utuado Municipio,Puerto Rico,72,141,Central
10420,184,"Akron, OH","Cleveland-Akron-Canton, OH",Portage County,Ohio,39,133,Central
10420,184,"Akron, OH","Cleveland-Akron-Canton, OH",Summit County,Ohio,39,153,Central
10460,,"Alamogordo, NM",,Otero County,New Mexico,35,35,Central
10500,,"Albany, GA",,Dougherty County,Georgia,13,95,Central
10500,,"Albany, GA",,Lee County,Georgia,13,177,Central
10500,,"Albany, GA",,Terrell County,Georgia,13,273,Outlying
10500,,"Albany, GA",,Worth County,Georgia,13,321,Outlying
10540,440,"Albany-Lebanon, OR","Portland-Vancouver-Salem, OR-WA",Linn County,Oregon,41,43,Central
10580,104,"Albany-Schenectady-Troy, NY","Albany-Schenectady, NY",Albany County,New York,36,1,Central
10580,104,"Albany-Schenectady-Troy, NY","Albany-Schenectady, NY",Rensselaer County,New York,36,83,Central
10580,104,"Albany-Schenectady-Troy, NY","Albany-Schenectady, NY",Saratoga County,New York,36,91,Central
10580,104,"Albany-Schenectady-Troy, NY","Albany-Schenectady, NY",Schenectady County,New York,36,93,Central
10580,104,"Albany-Schenectady-Troy, NY","Albany-Schenectady, NY",Schoharie County,New York,36,95,Outlying
10620,172,"Albemarle, NC","Charlotte-Concord, NC-SC",Stanly County,North Carolina,37,167,Central
10660,,"Albert Lea, MN",,Freeborn County,Minnesota,27,47,Central
10700,,"Albertville, AL",,Marshall County,Alabama,1,95,Central
10740,106,"Albuquerque, NM","Albuquerque-Santa Fe-Las Vegas, NM",Bernalillo County,New Mexico,35,1,Central
10740,106,"Albuquerque, NM","Albuquerque-Santa Fe-Las Vegas, NM",Sandoval County,New Mexico,35,43,Central
10740,106,"Albuquerque, NM","Albuquerque-Santa Fe-Las Vegas, NM",Torrance County,New Mexico,35,57,Outlying
10740,106,"Albuquerque, NM","Albuquerque-Santa Fe-Las Vegas, NM",Valencia County,New Mexico,35,61,Outlying
10760,388,"Alexander City, AL","Montgomery-Selma-Alexander City, AL",Coosa County,Alabama,1,37,Outlying
10760,388,"Alexander City, AL","Montgomery-Selma-Alexander City, AL",Tallapoosa County,Alabama,1,123,Central
10780,,"Alexandria, LA",,Grant Parish,Louisiana,22,43,Outlying
10780,,"Alexandria, LA",,Rapides Parish,Louisiana,22,79,Central
10820,,"Alexandria, MN",,Douglas County,Minnesota,27,41,Central
10860,204,"Alice, TX","Corpus Christi-Kingsville-Alice, TX",Duval County,Texas,48,131,Outlying
10860,204,"Alice, TX","Corpus Christi-Kingsville-Alice, TX",Jim Wells County,Texas,48,249,Central
10900,,"Allentown-Bethlehem-Easton, PA-NJ",,Warren County,New Jersey,34,41,Central
10900,,"Allentown-Bethlehem-Easton, PA-NJ",,Carbon County,Pennsylvania,42,25,Central
10900,,"Allentown-Bethlehem-Easton, PA-NJ",,Lehigh County,Pennsylvania,42,77,Central
10900,,"Allentown-Bethlehem-Easton, PA-NJ",,Northampton County,Pennsylvania,42,95,Central
10940,394,"Alma, MI","Mount Pleasant-Alma, MI",Gratiot County,Michigan,26,57,Central
10980,,"Alpena, MI",,Alpena County,Michigan,26,7,Central
11020,107,"Altoona, PA","Altoona-Huntingdon, PA",Blair County,Pennsylvania,42,13,Central
11060,,"Altus, OK",,Jackson County,Oklahoma,40,65,Central
11100,108,"Amarillo, TX","Amarillo-Pampa-Borger, TX",Armstrong County,Texas,48,11,Outlying
11100,108,"Amarillo, TX","Amarillo-Pampa-Borger, TX",Carson County,Texas,48,65,Outlying
11100,108,"Amarillo, TX","Amarillo-Pampa-Borger, TX",Oldham County,Texas,48,359,Outlying
11100,108,"Amarillo, TX","Amarillo-Pampa-Borger, TX",Potter County,Texas,48,375,Central
11100,108,"Amarillo, TX","Amarillo-Pampa-Borger, TX",Randall County,Texas,48,381,Central
11140,,"Americus, GA",,Schley County,Georgia,13,249,Outlying
11140,,"Americus, GA",,Sumter County,Georgia,13,261,Central
11180,218,"Ames, IA","Des Moines-Ames-West Des Moines, IA",Boone County,Iowa,19,15,Outlying
11180,218,"Ames, IA","Des Moines-Ames-West Des Moines, IA",Story County,Iowa,19,169,Central
11220,104,"Amsterdam, NY","Albany-Schenectady, NY",Montgomery County,New York,36,57,Central
11260,,"Anchorage, AK",,Anchorage Municipality,Alaska,2,20,Central
11260,,"Anchorage, AK",,Matanuska-Susitna Borough,Alaska,2,170,Outlying
11380,,"Andrews, TX",,Andrews County,Texas,48,3,Central
11420,258,"Angola, IN","Fort Wayne-Huntington-Auburn, IN",Steuben County,Indiana,18,151,Central
11460,220,"Ann Arbor, MI","Detroit-Warren-Ann Arbor, MI",Washtenaw County,Michigan,26,161,Central
11500,,"Anniston-Oxford, AL",,Calhoun County,Alabama,1,15,Central
11540,118,"Appleton, WI","Appleton-Oshkosh-Neenah, WI",Calumet County,Wisconsin,55,15,Central
11540,118,"Appleton, WI","Appleton-Oshkosh-Neenah, WI",Outagamie County,Wisconsin,55,87,Central
11580,412,"Arcadia, FL","North Port-Sarasota, FL",DeSoto County,Florida,12,27,Central
11620,,"Ardmore, OK",,Carter County,Oklahoma,40,19,Central
11620,,"Ardmore, OK",,Love County,Oklahoma,40,85,Outlying
11640,490,"Arecibo, PR","San Juan-Bayamón, PR",Arecibo Municipio,Puerto Rico,72,13,Central
11640,490,"Arecibo, PR","San Juan-Bayamón, PR",Camuy Municipio,Puerto Rico,72,27,Central
11640,490,"Arecibo, PR","San Juan-Bayamón, PR",Hatillo Municipio,Puerto Rico,72,65,Central
11640,490,"Arecibo, PR","San Juan-Bayamón, PR",Quebradillas Municipio,Puerto Rico,72,115,Central
11660,,"Arkadelphia, AR",,Clark County,Arkansas,5,19,Central
11700,120,"Asheville, NC","Asheville-Marion-Brevard, NC",Buncombe County,North Carolina,37,21,Central
11700,120,"Asheville, NC","Asheville-Marion-Brevard, NC",Haywood County,North Carolina,37,87,Central
11700,120,"Asheville, NC","Asheville-Marion-Brevard, NC",Henderson County,North Carolina,37,89,Central
11700,120,"Asheville, NC","Asheville-Marion-Brevard, NC",Madison County,North Carolina,37,115,Outlying
11740,360,"Ashland, OH","Mansfield-Ashland-Bucyrus, OH",Ashland County,Ohio,39,5,Central
11780,184,"Ashtabula, OH","Cleveland-Akron-Canton, OH",Ashtabula County,Ohio,39,7,Central
11820,,"Astoria, OR",,Clatsop County,Oregon,41,7,Central
11860,312,"Atchison, KS","Kansas City-Overland Park-Kansas City, MO-KS",Atchison County,Kansas,20,5,Central
11900,,"Athens, OH",,Athens County,Ohio,39,9,Central
11940,174,"Athens, TN","Chattanooga-Cleveland-Dalton, TN-GA",McMinn County,Tennessee,47,107,Central
11980,206,"Athens, TX","Dallas-Fort Worth, TX-OK",Henderson County,Texas,48,213,Central
12020,122,"Athens-Clarke County, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Clarke County,Georgia,13,59,Central
12020,122,"Athens-Clarke County, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Madison County,Georgia,13,195,Outlying
12020,122,"Athens-Clarke County, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Oconee County,Georgia,13,219,Central
12020,122,"Athens-Clarke County, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Oglethorpe County,Georgia,13,221,Outlying
12060,122,"Atlanta-Sandy Springs-Alpharetta, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Barrow County,Georgia,13,13,Outlying
12060,122,"Atlanta-Sandy Springs-Alpharetta, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Bartow County,Georgia,13,15,Outlying
12060,122,"Atlanta-Sandy Springs-Alpharetta, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Butts County,Georgia,13,35,Outlying
12060,122,"Atlanta-Sandy Springs-Alpharetta, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Carroll County,Georgia,13,45,Outlying
12060,122,"Atlanta-Sandy Springs-Alpharetta, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Cherokee County,Georgia,13,57,Central
12060,122,"Atlanta-Sandy Springs-Alpharetta, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Clayton County,Georgia,13,63,Central
12060,122,"Atlanta-Sandy Springs-Alpharetta, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Cobb County,Georgia,13,67,Central
12060,122,"Atlanta-Sandy Springs-Alpharetta, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Coweta County,Georgia,13,77,Central
12060,122,"Atlanta-Sandy Springs-Alpharetta, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Dawson County,Georgia,13,85,Outlying
12060,122,"Atlanta-Sandy Springs-Alpharetta, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",DeKalb County,Georgia,13,89,Central
12060,122,"Atlanta-Sandy Springs-Alpharetta, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Douglas County,Georgia,13,97,Central
12060,122,"Atlanta-Sandy Springs-Alpharetta, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Fayette County,Georgia,13,113,Central
12060,122,"Atlanta-Sandy Springs-Alpharetta, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Forsyth County,Georgia,13,117,Central
12060,122,"Atlanta-Sandy Springs-Alpharetta, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Fulton County,Georgia,13,121,Central
12060,122,"Atlanta-Sandy Springs-Alpharetta, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Gwinnett County,Georgia,13,135,Central
12060,122,"Atlanta-Sandy Springs-Alpharetta, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Haralson County,Georgia,13,143,Outlying
12060,122,"Atlanta-Sandy Springs-Alpharetta, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Heard County,Georgia,13,149,Outlying
12060,122,"Atlanta-Sandy Springs-Alpharetta, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Henry County,Georgia,13,151,Central
12060,122,"Atlanta-Sandy Springs-Alpharetta, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Jasper County,Georgia,13,159,Outlying
12060,122,"Atlanta-Sandy Springs-Alpharetta, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Lamar County,Georgia,13,171,Outlying
12060,122,"Atlanta-Sandy Springs-Alpharetta, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Meriwether County,Georgia,13,199,Outlying
12060,122,"Atlanta-Sandy Springs-Alpharetta, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Morgan County,Georgia,13,211,Outlying
12060,122,"Atlanta-Sandy Springs-Alpharetta, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Newton County,Georgia,13,217,Central
12060,122,"Atlanta-Sandy Springs-Alpharetta, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Paulding County,Georgia,13,223,Central
12060,122,"Atlanta-Sandy Springs-Alpharetta, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Pickens County,Georgia,13,227,Outlying
12060,122,"Atlanta-Sandy Springs-Alpharetta, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Pike County,Georgia,13,231,Outlying
12060,122,"Atlanta-Sandy Springs-Alpharetta, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Rockdale County,Georgia,13,247,Central
12060,122,"Atlanta-Sandy Springs-Alpharetta, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Spalding County,Georgia,13,255,Central
12060,122,"Atlanta-Sandy Springs-Alpharetta, GA","Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",Walton County,Georgia,13,297,Central
12100,428,"Atlantic City-Hammonton, NJ","Philadelphia-Reading-Camden, PA-NJ-DE-MD",Atlantic County,New Jersey,34,1,Central
12120,426,"Atmore, AL","Pensacola-Ferry Pass, FL-AL",Escambia County,Alabama,1,53,Central
12140,258,"Auburn, IN","Fort Wayne-Huntington-Auburn, IN",DeKalb County,Indiana,18,33,Central
12180,532,"Auburn, NY","Syracuse-Auburn, NY",Cayuga County,New York,36,11,Central
12220,194,"Auburn-Opelika, AL","Columbus-Auburn-Opelika, GA-AL",Lee County,Alabama,1,81,Central
12260,,"Augusta-Richmond County, GA-SC",,Burke County,Georgia,13,33,Outlying
12260,,"Augusta-Richmond County, GA-SC",,Columbia County,Georgia,13,73,Central
12260,,"Augusta-Richmond County, GA-SC",,Lincoln County,Georgia,13,181,Outlying
12260,,"Augusta-Richmond County, GA-SC",,McDuffie County,Georgia,13,189,Outlying
12260,,"Augusta-Richmond County, GA-SC",,Richmond County,Georgia,13,245,Central
12260,,"Augusta-Richmond County, GA-SC",,Aiken County,South Carolina,45,3,Central
12260,,"Augusta-Richmond County, GA-SC",,Edgefield County,South Carolina,45,37,Outlying
12300,,"Augusta-Waterville, ME",,Kennebec County,Maine,23,11,Central
12380,462,"Austin, MN","Rochester-Austin, MN",Mower County,Minnesota,27,99,Central
12420,,"Austin-Round Rock-Georgetown, TX",,Bastrop County,Texas,48,21,Outlying
12420,,"Austin-Round Rock-Georgetown, TX",,Caldwell County,Texas,48,55,Outlying
12420,,"Austin-Round Rock-Georgetown, TX",,Hays County,Texas,48,209,Central
12420,,"Austin-Round Rock-Georgetown, TX",,Travis County,Texas,48,453,Central
12420,,"Austin-Round Rock-Georgetown, TX",,Williamson County,Texas,48,491,Central
12460,,"Bainbridge, GA",,Decatur County,Georgia,13,87,Central
12540,,"Bakersfield, CA",,Kern County,California,6,29,Central
12580,548,"Baltimore-Columbia-Towson, MD","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Anne Arundel County,Maryland,24,3,Central
12580,548,"Baltimore-Columbia-Towson, MD","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Baltimore County,Maryland,24,5,Central
12580,548,"Baltimore-Columbia-Towson, MD","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Carroll County,Maryland,24,13,Outlying
12580,548,"Baltimore-Columbia-Towson, MD","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Harford County,Maryland,24,25,Outlying
12580,548,"Baltimore-Columbia-Towson, MD","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Howard County,Maryland,24,27,Central
12580,548,"Baltimore-Columbia-Towson, MD","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Queen Anne's County,Maryland,24,35,Central
12580,548,"Baltimore-Columbia-Towson, MD","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Baltimore City,Maryland,24,510,Central
12620,,"Bangor, ME",,Penobscot County,Maine,23,19,Central
12660,357,"Baraboo, WI","Madison-Janesville-Beloit, WI",Sauk County,Wisconsin,55,111,Central
12680,350,"Bardstown, KY","Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN",Nelson County,Kentucky,21,179,Central
12700,148,"Barnstable Town, MA","Boston-Worcester-Providence, MA-RI-NH-CT",Barnstable County,Massachusetts,25,1,Central
12740,162,"Barre, VT","Burlington-South Burlington-Barre, VT",Washington County,Vermont,50,23,Central
12780,538,"Bartlesville, OK","Tulsa-Muskogee-Bartlesville, OK",Washington County,Oklahoma,40,147,Central
12860,464,"Batavia, NY","Rochester-Batavia-Seneca Falls, NY",Genesee County,New York,36,37,Central
12900,,"Batesville, AR",,Independence County,Arkansas,5,63,Central
12900,,"Batesville, AR",,Sharp County,Arkansas,5,135,Outlying
12940,,"Baton Rouge, LA",,Ascension Parish,Louisiana,22,5,Central
12940,,"Baton Rouge, LA",,Assumption Parish,Louisiana,22,7,Outlying
12940,,"Baton Rouge, LA",,East Baton Rouge Parish,Louisiana,22,33,Central
12940,,"Baton Rouge, LA",,East Feliciana Parish,Louisiana,22,37,Outlying
12940,,"Baton Rouge, LA",,Iberville Parish,Louisiana,22,47,Central
12940,,"Baton Rouge, LA",,Livingston Parish,Louisiana,22,63,Central
12940,,"Baton Rouge, LA",,Pointe Coupee Parish,Louisiana,22,77,Outlying
12940,,"Baton Rouge, LA",,St. Helena Parish,Louisiana,22,91,Outlying
12940,,"Baton Rouge, LA",,West Baton Rouge Parish,Louisiana,22,121,Central
12940,,"Baton Rouge, LA",,West Feliciana Parish,Louisiana,22,125,Outlying
12980,310,"Battle Creek, MI","Kalamazoo-Battle Creek-Portage, MI",Calhoun County,Michigan,26,25,Central
13020,474,"Bay City, MI","Saginaw-Midland-Bay City, MI",Bay County,Michigan,26,17,Central
13060,288,"Bay City, TX","Houston-The Woodlands, TX",Matagorda County,Texas,48,321,Central
13100,339,"Beatrice, NE","Lincoln-Beatrice, NE",Gage County,Nebraska,31,67,Central
13140,,"Beaumont-Port Arthur, TX",,Hardin County,Texas,48,199,Outlying
13140,,"Beaumont-Port Arthur, TX",,Jefferson County,Texas,48,245,Central
13140,,"Beaumont-Port Arthur, TX",,Orange County,Texas,48,361,Central
13180,376,"Beaver Dam, WI","Milwaukee-Racine-Waukesha, WI",Dodge County,Wisconsin,55,27,Central
13220,,"Beckley, WV",,Fayette County,West Virginia,54,19,Central
13220,,"Beckley, WV",,Raleigh County,West Virginia,54,81,Central
13260,144,"Bedford, IN","Bloomington-Bedford, IN",Lawrence County,Indiana,18,93,Central
13300,,"Beeville, TX",,Bee County,Texas,48,25,Central
13340,198,"Bellefontaine, OH","Columbus-Marion-Zanesville, OH",Logan County,Ohio,39,91,Central
13380,,"Bellingham, WA",,Whatcom County,Washington,53,73,Central
13420,,"Bemidji, MN",,Beltrami County,Minnesota,27,7,Central
13460,140,"Bend, OR","Bend-Prineville, OR",Deschutes County,Oregon,41,17,Central
13500,,"Bennettsville, SC",,Marlboro County,South Carolina,45,69,Central
13540,,"Bennington, VT",,Bennington County,Vermont,50,3,Central
13620,,"Berlin, NH",,Coos County,New Hampshire,33,7,Central
13660,266,"Big Rapids, MI","Grand Rapids-Kentwood-Muskegon, MI",Mecosta County,Michigan,26,107,Central
13700,,"Big Spring, TX",,Howard County,Texas,48,227,Central
13720,,"Big Stone Gap, VA",,Wise County,Virginia,51,195,Central
13720,,"Big Stone Gap, VA",,Norton City,Virginia,51,720,Central
13740,,"Billings, MT",,Carbon County,Montana,30,9,Outlying
13740,,"Billings, MT",,Stillwater County,Montana,30,95,Outlying
13740,,"Billings, MT",,Yellowstone County,Montana,30,111,Central
13780,,"Binghamton, NY",,Broome County,New York,36,7,Central
13780,,"Binghamton, NY",,Tioga County,New York,36,107,Central
13820,142,"Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL",Bibb County,Alabama,1,7,Outlying
13820,142,"Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL",Blount County,Alabama,1,9,Outlying
13820,142,"Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL",Chilton County,Alabama,1,21,Outlying
13820,142,"Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL",Jefferson County,Alabama,1,73,Central
13820,142,"Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL",St. Clair County,Alabama,1,115,Outlying
13820,142,"Birmingham-Hoover, AL","Birmingham-Hoover-Talladega, AL",Shelby County,Alabama,1,117,Central
13900,,"Bismarck, ND",,Burleigh County,North Dakota,38,15,Central
13900,,"Bismarck, ND",,Morton County,North Dakota,38,59,Central
13900,,"Bismarck, ND",,Oliver County,North Dakota,38,65,Outlying
13940,292,"Blackfoot, ID","Idaho Falls-Rexburg-Blackfoot, ID",Bingham County,Idaho,16,11,Central
13980,,"Blacksburg-Christiansburg, VA",,Giles County,Virginia,51,71,Outlying
13980,,"Blacksburg-Christiansburg, VA",,Montgomery County,Virginia,51,121,Central
13980,,"Blacksburg-Christiansburg, VA",,Pulaski County,Virginia,51,155,Outlying
13980,,"Blacksburg-Christiansburg, VA",,Radford City,Virginia,51,750,Central
14010,145,"Bloomington, IL","Bloomington-Pontiac, IL",McLean County,Illinois,17,113,Central
14020,144,"Bloomington, IN","Bloomington-Bedford, IN",Monroe County,Indiana,18,105,Central
14020,144,"Bloomington, IN","Bloomington-Bedford, IN",Owen County,Indiana,18,119,Outlying
14100,146,"Bloomsburg-Berwick, PA","Bloomsburg-Berwick-Sunbury, PA",Columbia County,Pennsylvania,42,37,Central
14100,146,"Bloomsburg-Berwick, PA","Bloomsburg-Berwick-Sunbury, PA",Montour County,Pennsylvania,42,93,Central
14140,,"Bluefield, WV-VA",,Bland County,Virginia,51,21,Outlying
14140,,"Bluefield, WV-VA",,Tazewell County,Virginia,51,185,Central
14140,,"Bluefield, WV-VA",,Mercer County,West Virginia,54,55,Central
14160,258,"Bluffton, IN","Fort Wayne-Huntington-Auburn, IN",Wells County,Indiana,18,179,Central
14180,,"Blytheville, AR",,Mississippi County,Arkansas,5,93,Central
14220,406,"Bogalusa, LA","New Orleans-Metairie-Hammond, LA-MS",Washington Parish,Louisiana,22,117,Central
14260,147,"Boise City, ID","Boise City-Mountain Home-Ontario, ID-OR",Ada County,Idaho,16,1,Central
14260,147,"Boise City, ID","Boise City-Mountain Home-Ontario, ID-OR",Boise County,Idaho,16,15,Outlying
14260,147,"Boise City, ID","Boise City-Mountain Home-Ontario, ID-OR",Canyon County,Idaho,16,27,Outlying
14260,147,"Boise City, ID","Boise City-Mountain Home-Ontario, ID-OR",Gem County,Idaho,16,45,Outlying
14260,147,"Boise City, ID","Boise City-Mountain Home-Ontario, ID-OR",Owyhee County,Idaho,16,73,Outlying
14300,206,"Bonham, TX","Dallas-Fort Worth, TX-OK",Fannin County,Texas,48,147,Central
14380,,"Boone, NC",,Watauga County,North Carolina,37,189,Central
14420,108,"Borger, TX","Amarillo-Pampa-Borger, TX",Hutchinson County,Texas,48,233,Central
14460,148,"Boston-Cambridge-Newton, MA-NH","Boston-Worcester-Providence, MA-RI-NH-CT",Norfolk County,Massachusetts,25,21,Central
14460,148,"Boston-Cambridge-Newton, MA-NH","Boston-Worcester-Providence, MA-RI-NH-CT",Plymouth County,Massachusetts,25,23,Central
14460,148,"Boston-Cambridge-Newton, MA-NH","Boston-Worcester-Providence, MA-RI-NH-CT",Suffolk County,Massachusetts,25,25,Central
14460,148,"Boston-Cambridge-Newton, MA-NH","Boston-Worcester-Providence, MA-RI-NH-CT",Essex County,Massachusetts,25,9,Central
14460,148,"Boston-Cambridge-Newton, MA-NH","Boston-Worcester-Providence, MA-RI-NH-CT",Middlesex County,Massachusetts,25,17,Central
14460,148,"Boston-Cambridge-Newton, MA-NH","Boston-Worcester-Providence, MA-RI-NH-CT",Rockingham County,New Hampshire,33,15,Central
14460,148,"Boston-Cambridge-Newton, MA-NH","Boston-Worcester-Providence, MA-RI-NH-CT",Strafford County,New Hampshire,33,17,Outlying
14500,216,"Boulder, CO","Denver-Aurora, CO",Boulder County,Colorado,8,13,Central
14540,150,"Bowling Green, KY","Bowling Green-Glasgow, KY",Allen County,Kentucky,21,3,Outlying
14540,150,"Bowling Green, KY","Bowling Green-Glasgow, KY",Butler County,Kentucky,21,31,Outlying
14540,150,"Bowling Green, KY","Bowling Green-Glasgow, KY",Edmonson County,Kentucky,21,61,Outlying
14540,150,"Bowling Green, KY","Bowling Green-Glasgow, KY",Warren County,Kentucky,21,227,Central
14580,,"Bozeman, MT",,Gallatin County,Montana,30,31,Central
14620,,"Bradford, PA",,McKean County,Pennsylvania,42,83,Central
14660,,"Brainerd, MN",,Cass County,Minnesota,27,21,Outlying
14660,,"Brainerd, MN",,Crow Wing County,Minnesota,27,35,Central
14700,,"Branson, MO",,Taney County,Missouri,29,213,Central
14720,,"Breckenridge, CO",,Summit County,Colorado,8,117,Central
14740,500,"Bremerton-Silverdale-Port Orchard, WA","Seattle-Tacoma, WA",Kitsap County,Washington,53,35,Central
14780,288,"Brenham, TX","Houston-The Woodlands, TX",Washington County,Texas,48,477,Central
14820,120,"Brevard, NC","Asheville-Marion-Brevard, NC",Transylvania County,North Carolina,37,175,Central
14860,408,"Bridgeport-Stamford-Norwalk, CT","New York-Newark, NY-NJ-CT-PA",Fairfield County,Connecticut,9,1,Central
15020,298,"Brookhaven, MS","Jackson-Vicksburg-Brookhaven, MS",Lincoln County,Mississippi,28,85,Central
15060,,"Brookings, OR",,Curry County,Oregon,41,15,Central
15100,,"Brookings, SD",,Brookings County,South Dakota,46,11,Central
15140,297,"Brownsville, TN","Jackson-Brownsville, TN",Haywood County,Tennessee,47,75,Central
15180,154,"Brownsville-Harlingen, TX","Brownsville-Harlingen-Raymondville, TX",Cameron County,Texas,48,61,Central
15220,,"Brownwood, TX",,Brown County,Texas,48,49,Central
15260,,"Brunswick, GA",,Brantley County,Georgia,13,25,Outlying
15260,,"Brunswick, GA",,Glynn County,Georgia,13,127,Central
15260,,"Brunswick, GA",,McIntosh County,Georgia,13,191,Outlying
15340,360,"Bucyrus-Galion, OH","Mansfield-Ashland-Bucyrus, OH",Crawford County,Ohio,39,33,Central
15380,160,"Buffalo-Cheektowaga, NY","Buffalo-Cheektowaga-Olean, NY",Erie County,New York,36,29,Central
15380,160,"Buffalo-Cheektowaga, NY","Buffalo-Cheektowaga-Olean, NY",Niagara County,New York,36,63,Central
15420,,"Burley, ID",,Cassia County,Idaho,16,31,Central
15420,,"Burley, ID",,Minidoka County,Idaho,16,67,Outlying
15460,161,"Burlington, IA-IL","Burlington-Fort Madison-Keokuk, IA-IL-MO",Henderson County,Illinois,17,71,Outlying
15460,161,"Burlington, IA-IL","Burlington-Fort Madison-Keokuk, IA-IL-MO",Des Moines County,Iowa,19,57,Central
15500,268,"Burlington, NC","Greensboro--Winston-Salem--High Point, NC",Alamance County,North Carolina,37,1,Central
15540,162,"Burlington-South Burlington, VT","Burlington-South Burlington-Barre, VT",Chittenden County,Vermont,50,7,Central
15540,162,"Burlington-South Burlington, VT","Burlington-South Burlington-Barre, VT",Franklin County,Vermont,50,11,Outlying
15540,162,"Burlington-South Burlington, VT","Burlington-South Burlington-Barre, VT",Grand Isle County,Vermont,50,13,Outlying
15580,,"Butte-Silver Bow, MT",,Silver Bow County,Montana,30,93,Central
15620,,"Cadillac, MI",,Missaukee County,Michigan,26,113,Outlying
15620,,"Cadillac, MI",,Wexford County,Michigan,26,165,Central
15660,174,"Calhoun, GA","Chattanooga-Cleveland-Dalton, TN-GA",Gordon County,Georgia,13,129,Central
